reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOGf27ltJZ-GxCtT5pxFPhnNi5meGP8Ry-WyMirinvWSl4eK47MM7avk5WTvZm81FekfLMQv0OtDWMnixXc,Dikshita Mazumdar,https://play-lh.googleusercontent.com/a-/AOh14Gi-avdpT81CMqdslyQ75TMFv360pqvMrAsRQMWI,Super app for youtube thumbnail download this to gain subscribers . Excellent .,5,0,2.118.0,2021-07-05 05:30:33,,
gp:AOqpTOFHySTA57aPo2FD0bqe_YZJ4l6gBrbqkD3F5loJaxEyD4YptpvMHTizZ5_nu1DOaPVbJHIoxXPYeV55ztk,Ojeh Sama,https://play-lh.googleusercontent.com/a-/AOh14Gjl28_9pB1W6G3oiN5dew1IBUcRc7xXx9BQ-WpZFA,it makes design and all that so easy! it's definitely worth it!,5,0,2.121.1,2021-08-05 17:38:53,,
gp:AOqpTOGdmAtHvlp7eeqOlUz_Wtg1nkMoJPlmtUHtMn4p6vqVQbv3FOOiXMyPX3rI-EMQimg8rd8dYdjEi9t4kCI,Dev Singh,https://play-lh.googleusercontent.com/a/AATXAJxgh1ck29orOzfWJNDV27k6Bo9xbuWEUE65VnNA=mo,Facing problem in saving the photos,1,0,2.127.0,2021-09-03 16:04:37,"Hi Dev. We're sorry for the inconvenience you are encountering with the app. We would like to help you resolve this, kindly send us a complete detail of the issues encountered through canva.me/android. Thanks for your patience. - ED",2021-09-10 15:45:27
gp:AOqpTOF2002jpGwSCQHg8_BLX7oZQ-RbmGzMkqssZRtjDA7Cn39TZYsG6MJ89ge_zw2QaJP_sedbS7dCyxcY1aA,Sàhïl Sīñgh,https://play-lh.googleusercontent.com/a-/AOh14GgQgCAW4rCqbJMg4jGOh-hoARBdy5GBFcZn5RThSg,"Everything is good. But, Pro version is too expensive",4,0,2.123.0,2021-08-16 04:38:09,"Hello there. Thanks for your feedback. The app is free to install. We understand you have to pay for premium elements but you can still create designs using the free ones. We add more free elements in every update, kindly keep your app updated. Let us know your concerns at canva.me/android. - ED",2021-08-25 14:59:11
gp:AOqpTOEUIx_Jc4denVvEvCpyPAiPadpj3WOYa8c2kuvXBaaaDl0rSWIxI4xXnfTFFIUxT2lgHL9kX6JKPIQOnoI,Hacked Time,https://play-lh.googleusercontent.com/a-/AOh14Gj7f8CL_EzoidVOfqb-i-i_2QTZEbijH0NNYG9a,Its easy to use.very useful app to Android.Should be better more in the next days by providing more useful features,4,0,2.123.0,2021-08-08 09:15:33,"Hi there, many thanks for the rating and awesome feedback. We are happy you find the app useful. We constantly release updates to the app, please make sure to update it to get it's full features. If you have any suggestions for the improvement of the app, don't hesitate to send us some details. Regards. - Claressa
",2021-08-19 17:26:10
gp:AOqpTOEtjCCNxgXKIGv7VDnMHhaDmP_Y_XSWipQbDYNBh6IMbB_TQBmJ1A0dTJfOusWKbHJWAyAqgiolJDURoeU,Shamim Ansari,https://play-lh.googleusercontent.com/a/AATXAJy4xxqQZ_uZx9lHJjPFZsTZ1dvIMQ5epn2VLv10=mo,This app is cool plzzzzz fix the lagging problem its tooks too much time to load images,5,0,2.120.0,2021-07-28 07:43:25,,
gp:AOqpTOGuxjcbjK1U0HLYbIh6CS_c2Zjaeh3bb6vGVDw6ix6jdqlu7GcCypnzNJW2-bakOFqMr2uF17K16vjNJD8,Ibn Mohammed Ali,https://play-lh.googleusercontent.com/a-/AOh14Gg_8hwsOrFdZ1v641nI60ADTCHvFh04Gi4PGsK0EQ,"The Apps is bigger than, the odinary Emojis on My keyboard. So the diffrences Is Absolutely clearer🙄🙄🙄",5,0,2.121.1,2021-07-26 20:30:42,,
gp:AOqpTOEroeJY5PBzUEPLNem7zx7Neo8TuYs-xe-L8DcjM_IW-ze1v2EgO2pfDCZY5ulukHJWf82Sd_dMlnKpTpQ,Gayathri Venkatesh,https://play-lh.googleusercontent.com/a/AATXAJxuvGpSfiu72MHRR9P5ATVWAmTvmt70V5PzPbrh=mo,wonderful app.. I'm in love with it. it can do anything u wish for..,5,0,2.120.0,2021-07-22 02:42:28,,
gp:AOqpTOF-lDxV-q0keWRlGQ3gKEyBWQ-t0kql3pQD_4BbFAlIW6i99-jA3hDdqMFzHTcK7tOCtqR8AQItkCQbVMw,Desi jugad,https://play-lh.googleusercontent.com/a-/AOh14GgyR5ZgpS4m_1PG0GorG-fZUNjs9ebMZoLK1uCE,Better than picsart.good experience.,5,0,2.127.0,2021-09-07 08:45:49,,
gp:AOqpTOFSRNew7MMWcAXq-bwzj_JyumKzOe10H_xng1Veg4F9PiPYFyf_XFQRjE10Bu4ufzxzmuFTaeBrbHY5bAM,Mink Franchise,https://play-lh.googleusercontent.com/a-/AOh14Gj5cjh5hz3cVBez4KbjA63uDddJQ2fc1g71MVi87Q,1st export didn't even finish... it just said preparing for 10 minutes. I had to screenshot my work to keep from losing it.,1,0,2.123.0,2021-08-09 04:17:10,"Hi there, we're sorry if your unable to export in the app. Here in Canva, we want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-08-15 04:05:57
gp:AOqpTOHCf693CEj57fQAQJeMyytfpG2FCTrg1u6jXPLbrc_3ka_WBUpb7rZbp5zVdGGPHBFygyAvM3-SODi5AaE,Marissa Arquero,https://play-lh.googleusercontent.com/a/AATXAJzDr067RX_nzgLY2wXtQu4-8OwfU_BvjCg1Tta3=mo,very easy to use so its a 5stars and a moon plus the sun for this app.. i really love it😁,5,0,2.122.0,2021-07-29 14:02:42,,
gp:AOqpTOEiQoKNXfkNnhnVjWU7uk2zPYASI-sWL5Was4_OwDUpfe70P-m8ZT4dTrfh2d5gSzW7QdW8yM_Ln6bBAVg,Base Plays,https://play-lh.googleusercontent.com/a-/AOh14Gi76vCDcKCKWWpaB6ExnWDhQG_CmBZ9ixB39hA0bw,Very easy to use and exceptionally high quality.,5,0,2.120.0,2021-07-20 09:48:05,,
gp:AOqpTOHiUzI5t58qJOXsJ1b86wF32JUmFa1BLHqGOhh2_ktSDQncZ3tC7sOcFdNXvWwuJvECI7GhmseByLTKAVM,Yogesh Lamb,https://play-lh.googleusercontent.com/a/AATXAJzeY6tMczRTn8XRn6x51VVOftchuX0XV-Uel829Ig=mo,really good app. Thumbnail making is very easy.,5,0,2.119.0,2021-07-11 03:20:45,,
gp:AOqpTOH8UWl6pGkXdRMYS7PNuQ0IohpI5yyn_gwHG08d6DIyYO1SYLONayTn9VBqpxDvrV8ORObL2xHTaR7BMaY,Peachy Faith,https://play-lh.googleusercontent.com/a-/AOh14GjoGekouhyUFbq3PO5x1dZL0MAD7oqSpkaTlkD85g,I love the templates and easy to edit.,5,0,2.122.0,2021-08-04 03:30:33,,
gp:AOqpTOHpO-VybAaaf8E86tQ9cKIe1p0VbxUcPZeS_AdI1zPYqvLwoAbQl7SudCAiOkde61jQS5L7eZh9omeZOug,QU33N X Ayesha,https://play-lh.googleusercontent.com/a-/AOh14GgN8wE_URMh0aeV1FEwiUgBohWNNEBItk4b03Qmtg,Very useful i was finding this type of app and i found i miss my bestfreinds 😭😭😭😭. Thats why i need 1 editing app so i got this thanks for this app..,5,0,2.123.0,2021-08-04 05:43:55,,
gp:AOqpTOHuyQXRygQrGdZVbPeh_kb6Xyn6kGKG8moT_kJN4wQ2hAl3V_hohqge_N764ZWzqFrMkoZMLO7qwm0c_pI,Patti J North,https://play-lh.googleusercontent.com/a-/AOh14GiIMYVk0JbGNlju4AJ_ngBu5KwdEa1ZAT96XynA5A,User friendly and very professional templates.,5,0,2.117.0,2021-06-30 09:28:14,,
gp:AOqpTOGQsRVrop3efhPgA5Gp9FLdIzCLfZyEFLCwFe6-6tOgIghAhyTf0_4UOo6JqP6izE486cLuCh-HEIQCxiw,Rajvi Odedara,https://play-lh.googleusercontent.com/a-/AOh14GiQVLkdSW1lcvWXtBbc4gwO2oD9V4kpPWb_aQxKag,"I loveeee thisss appp , what i want i find here , ♡😍 , thank you for made this app.😅 Whatever i like this app soo much. 😍❤🤍💗",5,0,2.122.0,2021-07-30 06:10:59,,
gp:AOqpTOGK4PCX_R7a7watEA-aXjLqp2rdvEmMH-50_XK01g49IAYBQvDdLAwVkP3_fP029PuucUswWmhYT1_CafU,John Vincent Estrevillo,https://play-lh.googleusercontent.com/a-/AOh14GjJd435s9WFIzHWM9nTUIV_5Nt-Bh9vnLv2W0lR1A,Amazing editing app! It has everything and I love it!,5,0,2.118.0,2021-07-03 02:26:39,,
gp:AOqpTOFI_yR8dEvx_dbrBw5c-nS1oI3nCtn_woPm90AmBPMLPWka6Z7hImpM8AP4yZH3SAbsJuLDbjPgePbcSjI,Sahil Chawla,https://play-lh.googleusercontent.com/a-/AOh14Gg5lyg6sWkuNPHzQUPUZBtc6_g4nf8MRa4SjfV0,I am canva pro member i love yo use it ......it makes me so easy to design,5,0,2.126.1,2021-09-02 17:53:05,,
gp:AOqpTOHi9YEhPLCwfyQCQbsAxGsZ_yYBi-rnV68LNdzLjK2Vi7F42zXev8jixxV2OVpnW4Xg3g8dMqepLeMWVN4,Ronnie Scarl Thomas,https://play-lh.googleusercontent.com/a-/AOh14Ggi3GxUDRVqxK0uQzXsKb9OxipQloZf9rg1logSIQ,Don't like the new update. The layout is not good. Please make it how it used to be.,2,0,2.119.0,2021-07-14 09:56:04,"Hi Ronnie, we understand that the update may be challenging for you, but this will bring the most of the web features into the app. For design tips, refer to this tutorial: https://bit.ly/3cXqShj. For concerns, visit canva.me/android. Don't forget to keep your app updated. - Lou
",2021-08-03 03:48:18
gp:AOqpTOEI5Lm6y0EfUjVZYv8M65kWpxFJUd4wJs03waxMSSTgU_SztW7paW5ZVgXs0OGl3-0_oKxtagVcXvdo4lY,AMIT KUMAR,https://play-lh.googleusercontent.com/a-/AOh14GjXDuK87XRmHU_bdtZsuVr04dnX_OwXBqJxhK3z,it awesome.. i edit smoothly and very easy way. so awesome. thank you canva,5,0,2.118.0,2021-07-06 08:20:50,,
gp:AOqpTOHuyBjFG37ooTEsx18VGs6mJ5y_98e1QEMbq3eG-4WtAWDOCD-UqyDrzJm-BwCJ7zQ4HT4JusMArN85pgQ,Oscar Chimsenje,https://play-lh.googleusercontent.com/a/AATXAJxa4O4aSV25uo7RbIj-8v9nV3mEQzsiayffweZP=mo,Easy and simple to use,5,0,2.127.0,2021-09-07 05:13:01,,
gp:AOqpTOFPXSvdJ9bUL5lU4FKnHYUjPj_1s_oJUbJnISl5V5XEcE7_BN8YhWDxX6lRxl3Ls6Y7uHEJUzoSTGxgog4,Ritheek Shivaraj,https://play-lh.googleusercontent.com/a-/AOh14Gi4IqLKIA0zWcfqvScuSFCOeuQL9Pabs41qEvuS,"Its very good overall, but i hope the outline colour for text is added.",4,0,2.122.0,2021-08-02 07:59:20,"Hi Ritheek, thank you for your feedback. We regularly release updates for improvements & also add new features so please make sure your app is updated as your suggestions might becomes available in the near future. For concerns, reach us at canva.me/android. - Lou",2021-08-12 01:12:26
gp:AOqpTOF6fDp86Y0aHnO8jXjQH8K9hrl6ZzqwIMeQ4kz5mTqAjYvnulRIYk0xXJ987LpLR1Byxzc2HBcWzG9WN-E,Lateefat Abdullah,https://play-lh.googleusercontent.com/a-/AOh14GjKy8zp5PQHMtniNn_gl-ilZKuVqnpKLXKQ42aA,Uninstalling it right away... Hangs so stupidly ...stupid bug of an app... Cant even get one design out,1,0,2.120.0,2021-08-09 03:45:45,"Hi Abdullah, we're sorry to know that your app hangs. Here in Canva, we want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-08-15 03:33:18
gp:AOqpTOGq_284N2eluq-M3S002D6uUKi8yoOx6l1MfEy9rEnaEoPO4qfJYVSXPrMjkRAERvPFtMcRBwTue3PLrME,Muritadoh Muritadoh Adeniyi,https://play-lh.googleusercontent.com/a/AATXAJx2x4SDNKiGagksoI9kcTDydWWhR0rlEKDYQtUI=mo,It super but you will use your data throughout your graphics designer,5,0,2.123.0,2021-08-10 23:47:56,,
gp:AOqpTOFJFu2EctOwMGyzkubzfGC9r9Y-oKdSs_9aT5ZHB_cMRUDSb8y7T46hMULWFdaAnlRhQSJWARwqHWj57LQ,Elilarase,https://play-lh.googleusercontent.com/a/AATXAJz0TBelFeSQ5KMRoE0A2AJ4dhzN7TfalXdbJ2Vd=mo,"this one is amazing, this one is perfect for beginners and even expert loved it",5,0,2.118.0,2021-07-10 11:49:29,,
gp:AOqpTOFsK8zoibUV29wPGyQrHsAtuuMC7caE8Wfcx5_UA1rixDup3fAztJd2nIWP6AZMzpBeOMKKWhEDvbGNMj4,Muhammad Shakeel,https://play-lh.googleusercontent.com/a-/AOh14GhJaaTk-p9v7YLHx6sokmZwWTvpm95vmeSIGxgu,Nice and easy to do design,5,0,2.127.0,2021-09-03 10:46:18,,
gp:AOqpTOEByL1D0EQt11KYJyiUTkyl8XoAdw-Blwb77pYOZ1v4Pq7xJ-3DiZaAk2_lox4mIRnPs7w7Xo8QhZgRro0,diyana assari,https://play-lh.googleusercontent.com/a/AATXAJwhsVWk9UNa1saK0nk3V8uuTf4nZ6HfAtbUC1jY=mo,great app!! easy for me to do some editing photo...good job,5,0,2.118.0,2021-07-04 17:18:45,,
gp:AOqpTOFdqRWiz4strbJKB6xt3qYl4ADkxoO4ADDopFtWLnOIvtbJn7tTBBmAuhO9bZr3yO5NlEl18iLlIKpuetA,Shubhada Kanani,https://play-lh.googleusercontent.com/a-/AOh14Ghr3f8NaMXhvs7khCP0qDZs0XJnfNz0lrI5_QsEdGw,A wonderful and easy to use design tool,5,0,2.118.0,2021-07-05 17:08:26,,
gp:AOqpTOEUtaWbGCr5y3b6GXxgdtRTSJvRLlp2zZJgFyKFYMUXVgyIabMUepnD9x2QJorHKXkHgAVMc4b7vb3CVhM,Sassy Sridhi,https://play-lh.googleusercontent.com/a-/AOh14Gj1f5emH5Vd6Y-B-A_FEJ8vsA9dKD_SddLweCaNXw,This editing is not working properly this editing app is not saved thumbnail please fix this,1,0,2.119.0,2021-08-12 04:36:01,"Hi Sridhi, we're sorry if your unable to saved thumbnail in the app. We want to properly assist you with the issue you encountered. Please provide us more details here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-08-17 03:30:39
gp:AOqpTOFLc7taPFfpkIynSH8morfCdrcN3vV9ldM55jGYrM6WrLpr0lHtoKW8MRvht28zFknKx2lUsgsCFykW7Aw,Muhammad Maaz,https://play-lh.googleusercontent.com/a-/AOh14GhKT5v2omaZbsCyaMS32M6pJxW-soHqmwPIOQ8_,Great but there is no writing on the back side of the business card,1,0,2.125.0,2021-08-18 19:32:53,"Hi Muhammad, we're sorry to hear that you got this print related issue. Please elaborate your concern along with your order ID at canva.me/android so that we can get your issue addressed. Many thanks. - Cynch",2021-08-24 08:37:42
gp:AOqpTOG9gYBW6a6zE7QYMBGt7VAV3ieSeU_3oBRE_c4WAULTruvfRtx0OqqovjcWNnaChWelMdDrG7Wd053fKsc,Vantage Services,https://play-lh.googleusercontent.com/a-/AOh14GiWOD3DzaaTS514oX_TqGB29X2TB0ReIejCABay,I paid for a design money was deducted from my account more than the actual amount yet I didn't own the design. Do you people collect money without rendering service? You also take more than the price of your products. Why?,1,0,2.121.1,2021-07-23 10:06:07,"Hello there, sorry to hear that you have subscription issues. Since your subscription is tied with your device store, we recommend reaching out to them for subscription, and refund/dispute concerns. If you need more help with this, please reach us at canva.me/android. - Cynch",2021-08-08 02:11:57
gp:AOqpTOFQVL_9-x9dJ0xfdRwKwXJ-xifQEi8rY6j7k_vMJggG5SJF7USXhk323C0-ZPOv8VZ9HWwksdlK5fWEOCQ,Mbagwu Amarachi Chilaka,https://play-lh.googleusercontent.com/a-/AOh14Ghw33Njgke_0h8TWH6ZslgUp31uAP1e9OpBCl4nbw,"My Canva app won't open. It keeps asking me to check my network connection. Please, is there something you can do to help?",2,0,2.125.0,2021-08-25 01:09:23,"Hello Mbagwu, thank you for reaching out. We’re sorry to hear that you’re having trouble opening the application. Try to restart the device, clear the cache, and make sure you are connected to a good WiFi. We also suggest that you keep the app updated. If the problem persists, please contact us via canva.me/android. - Cynch",2021-08-31 10:57:39
gp:AOqpTOFrmv8wScuj0g_rn3kAT733ygPnXh5aW-qUOhPWQ_njJztPG4UKXGabUozl0Fl-gCO1PHPVt2oqp_0RjOY,Haider Ali Siddiqui,https://play-lh.googleusercontent.com/a-/AOh14GgyQifEIrohVvsXOk4lumSIO78WadunMCsdQVZWaw,This app is great. Many of our tasks can be solved through this.,3,0,2.123.0,2021-08-07 15:12:55,"Hi there. Thanks for reviewing our app and for giving us a great feedback. It means so much to us. If you have other concerns, reach us out at canva.me/android. Kind regards. - ED
",2021-08-19 14:30:22
gp:AOqpTOFD9tcl50cEOkVYSaCLyLTg6Sq7gzTBugRA4ZNY_QRiHdki5JPrKqVGaedWp5JNZjNwzKqzfFtjA3XHIgQ,Lauren Beeston,https://play-lh.googleusercontent.com/a-/AOh14GhQp68TwkC4YotKPsew81bdH0xUh8D9slWRNCq3Yg,"one of my favourite apps, so user friendly, useful for all kinds of projects",5,0,2.120.0,2021-07-19 23:08:13,,
gp:AOqpTOGb1AZWkyT8cseEz8jA93i17RENThgUceNfLYU-dXYl_xS1OeFO75LD6gOdKquAt1GVMX_iFG9qF9iaKYc,Melissa Fagnan,https://play-lh.googleusercontent.com/a-/AOh14Gjg3SmTZVWd5TB3XKeha_-aT9Sj4kuBtryqXq3-EgQ,It's a great app. I use it for advertising for my photography business.,5,0,2.118.0,2021-07-02 19:30:52,,
gp:AOqpTOHKMwpiVpq9oIxtn3Y8MLnBnBi1_RMVqh2IZpDdxUe1AaUEVh4jNE9Q3L8sDaWSy4zzwnti7VKjM9_WRZA,luckson kachingwe,https://play-lh.googleusercontent.com/a/AATXAJwssEAEMCwOa78IC2qtb4O5DMLFp-d93uTKz2kD=mo,Amazing app. With easy to use templates,5,0,2.123.0,2021-08-07 05:02:38,,
gp:AOqpTOFhz2_65YphKG8OyVK-S4q-zjcfyi_j3i9Mcr6KdbcwQUSVhXeD9KCH7tt80UdOz6nHmZu7O6cf89vPqEg,My leisure time,https://play-lh.googleusercontent.com/a-/AOh14Gg6fZHxAYhtFVmHOayva1LdHyesG4WQWQQQvrOlFQ,i would love to suggest a merge option while editing so we can merge more than one texts in one box,4,0,2.118.0,2021-07-03 11:06:53,"Hello there. Thank you for using Canva. I'll make sure to pass your thoughts to our product team for consideration on our future improvements. Kindly keep an eye to our future updates with performance improvements. For concerns, reach us at canva.me/android. Thank you -Gel",2021-07-07 20:57:58
gp:AOqpTOHUxotOFU_Qq43LibfwNBqo5B2FwPVt4yxRFT7bzVfOCW3lpHxtz31pnALdbOmisxZOaMl6s7KvsEQ4Dog,Shay Carne,https://play-lh.googleusercontent.com/a/AATXAJzlta9bdmORY43dKxTMPieutBT37l0iGQBLKn83=mo,easy to use and great range of templates,5,0,2.123.0,2021-08-07 10:51:26,,
gp:AOqpTOGIDpF8UhYo0k10FqJnKb7M8SSKZGWCOBmeOukGhjGmPP6R3c5h4--T6CiIPLSZH13n1MC_3RE_meHNMbE,Md Syathir Azmi,https://play-lh.googleusercontent.com/a/AATXAJyPGPMHOzqrpVIHIhHGnTIll-hC8lAnS9seng0P=mo,"nice app,i used canva for certificate for the first time and it blows my mind",5,0,2.123.0,2021-08-07 10:14:39,,
gp:AOqpTOFUuyaIcgAZn7Pfe2OrHzZv01t5qx-putvBtmhIkYeU5bfNHdtn6JUBhCC6k3gj3Tw8GNgV_hJ1QhLw6R4,Nitesh kumar Mina,https://play-lh.googleusercontent.com/a/AATXAJyD14c_a5LHWsZSrGELIbYsNE-9bS1VhySjtBX3=mo,"nice app for making flyer, banner,etc",5,0,2.125.0,2021-08-25 03:50:54,,
gp:AOqpTOFC282Zs3fXDU4dtdHcjNgDyacBXNQ7QQp_Q79HANpIwD1XPzLiFKwR85mMvpNq8OXJj3bYJgJ5tFL_FEI,Emma Hoggan,https://play-lh.googleusercontent.com/a/AATXAJwzCqPVdVL9NxBcYzTTQTjm3AfbldATQHpzJSVu=mo,"good for social media, but limited text features and photo shapes",4,0,2.117.0,2021-06-26 18:49:17,"Hello Emma. Thank you for reaching out to us. In Canva, we aim to give you the best graphic designing experience. Rest assured, we are doing everything to provide you more elements. Do not forget to update your app to the latest version for you to create more awesome designs. Regards. - Ahn
",2021-06-26 21:57:54
gp:AOqpTOGny4KkFcdrAWcfjllWftRRDCSC2c2_AwZHlkZRXUE3835OHAhT-pxrK2U4qaKp3xMHxQkYSrG5P46Awqo,Arpit Dhulla,https://play-lh.googleusercontent.com/a-/AOh14GjN4d-aK6Vz4czAv53jaD5ZqsdEHsJMAKoQg5JoxQ,It's an awesome app because of Canva I started freelancing. It's a nice app.,5,0,2.118.0,2021-07-12 17:22:54,,
gp:AOqpTOEYmduY_XEl-8iOhsAIvOMlCExoGX1rh4R5uHEHU1DEUmqXwLwf-OkQuG4zx5AnHV2VhgH9ylKicSdoUm8,Athul Wilson,https://play-lh.googleusercontent.com/a-/AOh14GjfrmVlRRY6zhAgIhwXneYGX4Lm3adrS4NUiG7j,it is very good app for logo design.,5,0,2.127.0,2021-09-07 07:10:27,,
gp:AOqpTOGb8eh9OjJo_ymiN2tZrcsQX_fGf8LT0tlIWvQBb2yviHYyL7NpUd9sw55x4w9VBC-_xQQo3GHH1nixVrs,A9 Modi,https://play-lh.googleusercontent.com/a-/AOh14Gjt-ep4FSzF7xmpa-6KD9JQPiUtCLGzCf6N5_Y51w,really useful and easy to use flyer designing app!,5,0,2.122.0,2021-07-31 19:20:19,,
gp:AOqpTOERMK6prYhv2f0bZSMol4_eee9LdNvRhjYpq2GHY3SpgXY3pyVe_EVbGwdsnyDeUwIgchaW_M_vLLxspVw,Christine O,https://play-lh.googleusercontent.com/a-/AOh14GhJOm4YzcyZGKLOACaGiMez2bWwl4MvwKbRSsfhc6M,so easy and intuitive! awesome templates!,5,0,2.121.1,2021-07-27 18:21:54,,
gp:AOqpTOGjvx1WBki2uE3hX9FgNB7DP4ul-nYKqB639tIM8Tv6Zo25ljRiRtZ2N-QrT6esXvAe9CPO4AXfGmxpXMk,Kumar Almighty,https://play-lh.googleusercontent.com/a-/AOh14GgEDNEP8QpeM7vLOHcSLES4HhiYBI0OlzrpIpQd_g,Very worst. Lots of time automatically zoom in,1,0,2.127.0,2021-09-06 09:29:34,"Hi Kumar, sorry to hear that your experience with the app is not what you expected. Please tell us more about the issue so we can further assist you at canva.me/android. We also suggest that you keep your app updated to get its full features. Many thanks for your patience. - Cynch",2021-09-13 10:31:50
gp:AOqpTOHNecUwaMb1-szsqHagJxbXRYQ99Y0s9O_9HhfThkjwaPUxr6nj2zVAAzYfpcguEFqXe2Z6hMnZdfZix9o,Amir Mohammadalipoor,https://play-lh.googleusercontent.com/a/AATXAJwTRGQ2zLvAuRPDACSkXV1pr3tSBL9PjaHL-uvx=mo,"The best app for design every thing, Facebook, Instagram post & story and more👌🏼 Incredible app😝",5,0,2.123.0,2021-08-12 08:33:21,,
gp:AOqpTOF5dgJgTdjCvsFGi76-k8B_PnFNDQ9Wvz4jfVs_WdDf6WcBQhcETre4PcFXvuQ8cmYFNvL1l-hSXf3Fi9Y,Serene Leonard,https://play-lh.googleusercontent.com/a-/AOh14GhhiMqN1jLpKfe9rgme2SilEwGZNpwmdn9RLMvnvw,wish there was an option to reshape pictures Eg. square to circle etc,4,0,2.123.0,2021-08-06 15:13:35,"Hello Serene, thank you for your feedback and suggestion. We'll let our team know about it. We aim to provide the best design experience with the app so your input is truly valuable. We regularly release new updates, we suggest you keep your app updated. If you have concerns let us know at canva.me/android. Many thanks! - Cynch",2021-08-16 22:51:52
gp:AOqpTOGjVXg63kcgamxZtQ_vXjS39mjt8JBGjv9BsZFWbakiCGoZ0NP_PGvtlArdrcDIkqLUQ27mypsw6ASfrJ0,Gita Lestari,https://play-lh.googleusercontent.com/a-/AOh14GgwFdTWNHFBEfY_a0B7ckVQc3eSpPodG-gw5lI2hg,"This app so bad, my account use premium account but this didn't used and also log out! Feel so bad! HATE THIS",1,0,2.124.0,2021-08-17 15:23:26,"Hello Gita, we're sorry if the app if you cannot use the premium account. To fix this issue, try to update your app on its new version because we include improvement performances and bug fixes. If the issue persists, send us the details through this link: canva.me/android and we'll take a closer look. Regards. - Claressa
",2021-08-24 09:12:52
gp:AOqpTOETqk8C6PgOx4GXVYij_PS5sxoH5I90b63n1_pAKSpEOk7aTf5-WSR7xz-QkEvxfaJnclO-gk9dePWm3RY,Sapna Bagri,https://play-lh.googleusercontent.com/a-/AOh14GjrJ7lp1Wey-kYB57VyVSA0The4zWmTlBm1WSTGIA,Best app I've ever used for my designing needs. Just need a lil working and upgrading for videos.,5,0,2.119.0,2021-07-08 00:56:55,,
gp:AOqpTOEUkGBSnwxmxF1Pb4dnZIpf9hBbA8KRW4Nh5xeuEatrcqhyVIUr2iMf1J_3Map35bm5B7EPfXVi8qxdKv0,"G12 - Belison, K.D.A",https://play-lh.googleusercontent.com/a-/AOh14GjxSJFJ6MouZV2ERlLDBa0bUJXfLIh7-mEXDLSL-a8,it's easy to use and it easier to navigate,5,0,2.127.0,2021-09-08 12:27:59,,
gp:AOqpTOFZeXvNGIHLZ94Xe93yO6f48KM_4iqk3cczni4IL45czBLcUiWKkuHijMYuy9N98vkXuuK6JDpXD3d6n3o,maira maira ajmal,https://play-lh.googleusercontent.com/a-/AOh14GhGzl2ePuuJ1nW1hN_Zum2w6q26h4-zvXr9IkV64w,"I just have downloaded now, can I one tell me please is it, free of cost to use for any type of logo or other versions.",2,0,2.120.0,2021-07-19 07:04:14,"Hi Maira, the app is free to install but when you use premium elements in your design, you will be asked to pay. It is premium, if there is a coins icon on the image thumbnail. We add more free elements in every update, kindly ensure you have the latest version of the app. For concerns, reach us at canva.me/android. Regards.- Claressa
",2021-08-09 08:31:46
gp:AOqpTOHB7km1-aHGoTvGFwX3qeQwHbgjnYbPvEnqeo9swN1FGPpdkeLblxyoQXzwmjrsfcq1ey5sv8vSfjgfAIk,Mommy A,https://play-lh.googleusercontent.com/a-/AOh14Gj2KxjKKreVVDmr0-UOL6CrWVd8UYOnblkSa50hUAQ,Helps you make your own designs like a pro!,5,0,2.126.0,2021-08-29 00:24:53,,
gp:AOqpTOEAt9ZBN0F3CjJj6_HlYcbBF24tO9qCaBPFsFVZxR2e9zYm3EueazsI63iOkrkHz9PZitl5KKbji8Ps0Z4,Michaela Ackermann,https://play-lh.googleusercontent.com/a-/AOh14GhTtQ1IZ01tOiOVHn7P7Fz4PKBw_v8uUVm57GwJ_A,So easy to use on PC and Phone!!,5,0,2.126.0,2021-08-30 08:25:21,,
gp:AOqpTOGN00ja2HnGicK8VTuYKGLXBLKBhV_MPjZEbMjOnBKMl6Z52IfC2t7u5Kh-02ujA25W812JsXV05u4kJO0,syreeta coleman,https://play-lh.googleusercontent.com/a-/AOh14GhjCuY76-s83bAIlgP0RxnuDeqtKPjwWlotxWXgHg,I haven't had any issues I enjoy using canva for all my Business and Personal events,4,0,2.121.1,2021-07-30 18:14:14,"Hi Syreeta, thank you for the feedback. We're continuously working to make the app much better. Don't forget to check for updates as we regularly add new elements, release new features and improvements. - Lou",2021-08-10 23:31:55
